http://hansard.millbanksystems.com/commons/2001/oct/15/anti-terrorism-measures;247;"
            I should like to thank the Home Secretary for his courtesy in giving us an advance copy of the statement and a briefing. He will be aware that, as far as his principal objectives are concerned, he has our support. Like him, we wish to see changes in our law that will increase the effectiveness of domestic measures against terrorism.

            We share the Government's view that legislation is required to increase the effectiveness of our counter-terrorist enforcement. However, does the Home Secretary agree that, too often in the past, over-hasty
            
            legislation has proved inoperable in practice? Does he agree that the best guard against that danger is detailed scrutiny, which teases out the implications of the legislation to determine both whether it will be effective and whether it poses any undue threat to our fundamental liberties? Can he assure us that those critical measures at this critical time will be debated in detail on the Floor of the House? Is he aware that we will resist using the emergency legislation as a means of addressing problems of law enforcement outside the field of terrorism?

            We are delighted that the Home Secretary accepts that the duty of Parliament in a crisis of the kind that we now face is to maintain a careful balance between public safety and individual freedom. We welcome his agreement that public safety demands changes to the law that will enable him to refuse entry to those foreign nationals whom he judges a risk to national security. But does he agree that he also needs to be able to remove such dangerous individuals from this country if they are already here?

            In the light of the Chahal case, the Singh and Singh case and other jurisprudence associated with the European convention on human rights and the , does the Home Secretary accept that such removal of dangerous individuals poses a significant legislative problem? Does he accept that the internment or indefinite detention powers that he signalled in his statement today may not provide a workable means of avoiding that problem? Will he confirm the view taken by his predecessor that Parliament can legislate to alter the effect of the ?

            With reference to laws against incitement to religious hatred, does the right hon. Gentleman accept that although the whole House will wholeheartedly agree with his desire to protect vulnerable communities—and in particular, vulnerable Muslim communities during the present crisis—the Opposition will need to be persuaded that the drafting of the legislation will achieve this admirable effect without, as he so rightly said, curtailing proper freedom of speech?

            Turning to the proposed EU framework directives, does the Home Secretary share our view that there is a fundamental difference between the proposed directive on combating terrorism and the proposed directive on European arrest warrants? We all support the principle of the proposed directive on combating terrorism. That will force other EU counties to adopt legislation parallel to our Terrorism Act 2000. But does the right hon. Gentleman agree that we certainly should not let the current crisis drive us into abandoning either the principle of habeas corpus or the principle of a person being presumed innocent until proven guilty?

            Does the right hon. Gentleman accept that the proposed directive on European arrest warrants might threaten those principles? Does he acknowledge that many of us, in all parts of the House, will have very grave concerns about implementing those directives through affirmative orders? Does he agree that there should be urgent review by the Scrutiny Committee?

            Does the Home Secretary recognise the strength of the case for introducing sunset clauses to legislation in all these difficult areas, so that the House, and Parliament as a whole, can have the opportunity with the benefit of hindsight regularly to reassess both the effectiveness of the legislation and its effect on individual freedom?


            We will engage constructively with the Government as the legislation proceeds, but we shall perform the proper role of an Opposition under these circumstances—probing, inquiring and bringing likely effects to light. Let us hope that the combined efforts of all of us in this House and in the other place will be sufficient to produce a rarity in British legislative history—fast law that is also good law.
          
"
http://hansard.millbanksystems.com/commons/2001/oct/15/anti-terrorism-measures;527;"
            I am sure that all sensible people will welcome any new measures intended to make our dealing with terrorism more effective, but I should like to underline the point made by the hon. Member for West Dorset (Mr. Letwin): there is a long history of anti-terrorism legislation being introduced in haste and repented at leisure. We will need time properly to scrutinise whatever measures my right hon. Friend puts before the House. I welcome the fact that the measures are being introduced after mature consideration and not in the immediate aftermath of the terrible events of 11 September.

            On the new definition of terrorism proposed by the Commission, has my right hon. Friend noticed that, under proposed article 5.3, sanctions such as community service for alleged terrorists are listed? The EC may be proposing to cast the net a little wide. Will he ensure that whatever definition is finally agreed is robust, watertight and confined to dealing with terrorists and not with the other people who might, from time to time, get up the noses of the established order?

            My right hon. Friend mentioned the need to deny asylum to those suspected of having terrorist associations. What level of evidence will be required and who will assess that evidence? Finally, he said that he was examining additional powers in relation to conspiracy. Will he give us a clue about what is in his mind in that respect?
          
"
http://hansard.millbanksystems.com/commons/2001/oct/15/anti-terrorism-measures;194;"
            I thank the Home Secretary for his statement and briefings. He can rest assured that the Liberal Democrats will support the Government when they introduce well considered legislation, which is necessary in the current emergency, and targeted specifically at tackling terrorism. However, if the legislation is not immediately necessary and has nothing to do with terrorism, Liberal Democrats will defend the liberties of the individual citizen robustly. I anticipate that that applies to other quarters in the House as well.

            Let me ask about process. Will a draft Bill be presented as early as possible? If so, we can ensure that we try to get it right as soon as possible. Will the Home Secretary undertake to consult the Joint Committee on Human Rights early to ensure that there are no breaches of our human rights obligations, not only in the Government's view but in that of all parties in both Houses? Will he follow the provisions in previous legislation for emergency powers to have limited time effects whenever possible, and to continue only if Parliament agrees?

            The statement contained a surprising element: the implication that European legislation could get through both Houses of Parliament, without proper debate and scrutiny, simply on the basis of an affirmative order proposed by the Government. It is most important that the Home Secretary confirm that he did not mean that. It is not acceptable to any hon. Member, even ardent Europeans, because legislation should come through this place, not by a Minister putting a yes or no question to Parliament.

            On human rights, will the Home Secretary confirm that he will try to avoid derogation from the European convention whenever possible? Does he seriously propose to bring back internment throughout the United Kingdom? One of his suggestions could be interpreted to mean that.

            On asylum, will the right hon. Gentleman make it absolutely clear that he will uphold the 1951 convention and that all who have a right under it to seek asylum and put their case here will retain it after the legislation is enacted? Will he make sure that, on controversial matters such as human rights and asylum, there will always be the opportunity for a judicial review of Ministers' and officials' decisions, and that no one will be precluded from going to court to challenge a decision by the Executive?

            Incitement to racial hatred is an important issue. I share with the Home Secretary and others the view that its prevention should not restrict the right to criticise other faiths or people and views of other faiths. What has happened to the Government's proposal to introduce an equality Bill to guarantee equality of all faiths?
            
            Legislation on incitement to racial hatred has existed for 15 years, but barely a prosecution has occurred. Will the right hon. Gentleman reflect on the fact that legislation is pointless if it is never implemented?

            Lastly, the Home Secretary rightly paid tribute to the emergency services. We join him in that tribute, but can he assure police services and police authorities throughout the country that they will have the resources that they need to implement the additional measures, and that the civil defence measure s are sufficiently resourced and in place? If there is a nee d to deal with the threat of weapons of mass destruction, are we safe between now and the end of the legislative process or will he introduce other measures to ensure that action is taken immediately against any such terrorist threat?
          
"
http://hansard.millbanksystems.com/commons/2001/oct/15/anti-terrorism-measures;286;"
            I broadly welcome the proposals that the Home Secretary has brought to the House, but may I press him further on the nuclear, biological and chemical issues to which he referred? Does he intend to provide a statutory basis for
            
            
            emergency planning, and will he consult the Chartered Institute of Environmental Health on how the measures will be drawn up before the legislation is debated here?
          
"
http://hansard.millbanksystems.com/commons/2001/oct/15/anti-terrorism-measures;366;"
            While we all wish to reserve the right to scrutinise in detail this massive legislation, may I welcome the Home Secretary's announcement about tackling the problems of extradition? I well remember expressing my frustration about them when I held his office because of the archaic procedures and protracted litigation that often occurs.

            Although the right hon. Gentleman may have to confine fast-track emergency legislation to terrorist offences, does he accept that there is an extremely good case for tackling the problem of extradition in almost all serious offences? There is no good reason why people accused of serious violence or serious organised crime should not speedily be returned to the jurisdiction of any country that respects the rule of law to face serious charges. Will he try to maintain progress on a Europe-wide arrest warrant, so long as all member states have satisfactory safeguards on personal liberty and the due process of law?

            Finally, does the right hon. Gentleman propose to remove the Home Secretary's role in extradition cases? Although that sounds attractive, in practice it encourages people to raise political issues and bring political lobbying to bear on him and those who hold similar office in other jurisdictions, which can have most unfortunate and delaying consequences.
          
"
http://hansard.millbanksystems.com/commons/2001/oct/15/anti-terrorism-measures;172;"
            The whole House welcomes the burden of
            
            the Home Secretary's statement. As a Hackney MP representing a large Muslim community. I welcome the thinking behind the proposed legislation against incitement to religious hatred, which is designed to check the disgusting and racist attacks on individual Muslims and the Muslim faith. Does my right hon. Friend accept that, because others in Hackney take their religion—or even their lack of religion—extremely seriously, such legislation must not cut across genuine debate?

            On the speeding up of extradition and related matters, the House welcomes the legislation in outline. However, I represent many people who have genuinely fled from torture and oppression, and the burden of proof in these matters will be very important. We would not want the process to be so speeded up and robust that people were returned to torture and perhaps death.
          
"
http://hansard.millbanksystems.com/commons/2001/oct/15/anti-terrorism-measures;337;"
            Can the Home Secretary tell us today whether the new legislation on incitement to racial hatred will include either a definition of religion or a list of those religions against which it will be illegal to incite hatred?
          
"
http://hansard.millbanksystems.com/commons/2001/oct/15/anti-terrorism-measures;12;"
            Is not this the wrong end of the equation? We have a law against racial discrimination, which was followed by a law against incitement to racial hatred. Perhaps the best way to deal with this issue is to prohibit religious discrimination rather than start with a prohibition on incitement. Has my right hon. Friend considered doing that?
          
"
http://hansard.millbanksystems.com/commons/2001/oct/15/anti-terrorism-measures;42;"
            The Home Secretary said that persons who come here from dictatorial and oppressive regimes but who nevertheless promote terrorism will face the option of being detained or going to what he called ""a third country."" Will he explain how third countries will be approved and selected? Will the Government publish a list of countries that they think are appropriate for housing terrorists?
          
"
http://hansard.millbanksystems.com/commons/2001/oct/15/anti-terrorism-measures;191;"
            Like all Members of the House, I welcome my right hon. Friend's statement. He will be aware that, as he was speaking, people in the civil liberties lobby were unpicking every word that he said. I ask him to resist that strongly. In a free society, we must take on not only our rights but our responsibilities. Although there must be due scrutiny by the House, some of us believe that there should be an even more robust approach, particularly on judicial review. Will that happen? Most people in this country would agree to sacrifice some of their liberty if it meant greater security.
          
"
